id,tweet,prediction
b'5865,now i found the final right song URL,1
b'5866,now im stuck,0
b"5867,now its not my home page,1
b'5868,now everyone up to on this fine sunday morn,1
b'5869,nugs fail to sweep but probs blowout in game five at,1
b"5870,nyc fuck i shouldnt be watching movies set in the,0
b'5871,off to a fun,1
b'5872,off to be a ringer today poor poor poor johnny,0
b'5873,off to leusden for special day then barneveld ceremony and after chickenvillage to hoevelaken diner party,1
b'5874,off to work off at,1
b'5875,oh cohan and twitter,1
b'5876,oh,1
b'5877,oh goodness gracious in way over my,1
b'5878,oh how i love being home some days,1
b"5879,oh how i wish i was at beyonces concert right about,1
b'5880,oh man kennedy returns for one night then the wwe releases him wtf is wrong dropping good talent and keeping the,1
b'5881,oh no oh no oh no not ready for this need some foods or inq will collapse oh a good,1
b'5882,oh rob.this is our rob,1
b'5883,ohh the agony class may not be a possibility at all,0
b'5884,ok bye alex have fun,1
b"5885,ok wow i hate missing harpers island cause i forgot it was on dangit my mom just told me jimmy died noo,1
b'5886,ok seriously this is the most depressing movie ever i wanna just give these people a hug this is,1
b'5887,okee doke going to make snack and get ready for our sunday home church hubby is in dallas so no way to go anywhere this,1
b'5888,olivia rocks and im going to bed had a great night at the studio keep up with the satellite skyline myspace gnight everyone,1
b'5889,on about slices of pizza about,1
b"5890,bgt well said simon thats what i was trying to get at,1
b'5891,bgt well gonna win fuckin hell,1
b'5892,bgt yeah man you say britain i say talent britains got talent its the dj talent,1
b'5893,big brother that eviction was cruel i liked beinazir get a chance to be herself,1
b'5894,bigfanfriday USER_MENTION again sit on the side line will talk if you want him sweet guy,1
b'5895,bitchboobye to these undercover dudes n atl atleast letta chick,1
b'5896,blackberry app world leaves a lot to be desired hope it gets better over time,1
b'5897,blackkeys muchbetter heybaby are my favorite lvatt songs good job on an amazing new album boys,1
b'5898,bntm i think viola will go,1
b'5899,boredom there is nothing quite like boredom it sinks in and mocks you with every second that ticks on the clock,0
b"5900,boston going to check out sowa sundays now lets see if i can find some cool gifts there URL,1
b'5901,bozeman if anybody comes across a diamond tennis bracelet ruby tennis bracelet emerald ring or ct tanz ring dm me i miss my gems,1
b'5902,bradiewebb shaundiviney andyclemmensen bradiewebb shaundiviney andyclemmensen,1
b"5903,brandchat well b missing USER_MENTION so well miss his input but look all branditos thoughts and,1
b'5904,brazilwillmissmcfly brazilwillmissmcfly brazilwillmissmcfly brazilwillmissmcfly brazilwillmissmcfly brazilwillmissmcfly,1
b'5905,breakingbad season finale was epically intense i wish i knew someone who actually watches the show so we could discuss it together,0
b"5906,brokeagain hillarys just fitted wooden venetions in the lounge another debit card bashing thx,1
b'5907,bsb info first single is confirmed by brian and it will released on july hope the single will be hologram smile,1
b'5908,bsb love my backstreet boys and team carlisle follow USER_MENTION you a twilight,1
b"5909,bsg complete series bluray available for preorder at amazon though so its a bit out of my price range URL,1
b'5910,bsnl stupid net went down been without email for a whole day,0
b'5911,bts bts bts bts bts bts bts give up the faith,1
b'5912,bts bts bts bts bts bts is going down in the trendingg,1
b'5913,bts i could totally be going to that concert tonight,1
b'5914,btvsmb yes cc does love to talk,1
b'5915,bufest on sunday apparently,1
b'5916,bummer csl page says blackberry handheld software v4.6.0.477 eastasia which means no dutch will wait for multilanguage,1
b'5917,buzzvn vs xe vs xe photo gia helen levitt th URL,1
b'5918,byranflurry agree with you that would be a great color for notoconass,1
b'5919,california everyone goes thru chit and chit goes through everyone how we see learn choose to process chit that matters most,1
b'5920,careerkiller mtv awards what they did to eminem,1
b'5921,cavs lost lebron may be the king but he needs more help from his people worst day,0
b'5922,haveyouever not trusted any female because your exgirlfriend cheated on you sad but so,0
b"5923,haveyouever paid a stripper and didnt get a happy ending,1
b'5924,haveyouever picked up the phone to call someone to tell them something exciting and remebered they had died i have,1
b'5925,haveyouever said something to someone u care about that ruined ur entire relationship with them,0
b'5926,haveyouever seen males all come out of a dark room together laughing i have,0
b'5927,haveyouever seen ur dog get ran over by a van,1
b'5928,haveyouever stared then realized someone was staring back checking you out oops sent the wrong signal,0
b'5929,haveyouever thought u twitted to much i definately do sorry,0
b'5930,haveyouever tried to make the zoidberg noise whilst climaxing i have i failed,0
b"5931,haveyouever used twitter updates with video URL thats twiddeo,1
b'5932,haveyouever wanted someone so bad and never told them how you felt until it was too late then it hurts your heart really bad,0
b"5933,haveyouever why you and your mom just cant get along,1
b"5934,haveyouever wished on a star hoping that the wish was really gonna come true i have and it didnt,1
b'5935,haveyouever wished xmen was real that you were one of them lol i do haha mutants rule,1
b'5936,haveyouever wondered why danity kane really broke up,0
b'5937,haveyouever wondered why the skies are blue,1
b'5938,to be married bc of someone that wants u to be as unhappy as they are,0
b'5939,hcn09 customer council revolution may be lead by the progressives henry ford mayo duke USER_MENTION of the world,1
b'5940,hdc god i forgot how gorgepus this record is the boy with the arab strap great music food hack happy URL,1
b'5941,hdtv reception particularly bad tonight must have caught something from the capped modem,0
b"5942,healthchallenge pounds gone now total this week away from hopefully ill meet and beat that goal this coming,0
b'5943,hollyoaks the curse of justin strikes again date the burton and end up screwed poor,0
b'5944,honestysundays i never get more that hours of sleep monfir,1
b"5945,hoppusday i thought these kinda things were useless but it isnt when mark is really happy about it,1
b'5946,hoppusday is dying,0
b'5947,hoppusday is out of the list,1
b'5948,hoppusday is today,1
b'5949,hoppusday mark you should make a youtube channel and film blink182 studio updates all appreciate that,1
b'5950,hoppusday rocks,1
b'5951,hoppusday sounds good how about a,1
b'5952,hoppusday will be tomorrow hell yeah,0
b'5953,horoscope virgos are in good shape right now happy birthday to you curious cats,1
b'5954,house and the apprentice both at the same time not too happy about that not interested in the ratings wars just want to watch tv,1
b'5955,house kinda wins leesan i probably go with house season one,1
b"5956,howarewe i feel that i needed more than sleep but im still in an incredibly good mood,1
b"5957,howarewe feelin really sick,0
b'5958,on da phone with alicia hauser singing together,1
b'5959,on myspacee,1
b'5960,one hour not so voluntarily overtime not too,1
b'5961,one of the main ingredients on masterchef is quail i have eleven pet quails i feel,1
b"5962,only USER_MENTION is giving me twinicks cmon i know you call robbykins something,1
b'5963,only slow,0
b'5964,only four more episodes and hannah and i are caught up with,1
b'5965,only got lawn tickets for blink,1
b'5966,ordered tickets muse of november antwerp,1
b'5967,orientation at in the morning fuck,0
b'5968,ouch EMO_NEG,1
b'5969,our camera battery is running out have to be smart with what we film at,1
b'5970,our plan didnt work and were now stuck in these awful seats,0
b'5971,out dress shopping kill me,0
b'5972,outside looks like,1
b'5973,overly stressed cant do it anymore byebye,1
b"5974,oww im hurting and im gonna be missing i wish it was being televised that be sweet USER_MENTION im gonna miss,0
b'5975,packages coming from overseas means i have no idea when they get here i want my order,1
b'5976,packing for a weekend upstate will probably be way too wet for hiking,1
b'5977,paige got me to get on stickam only for her would i ever get on it lol it must be,1
b'5978,palm pre does not support card slot URL,1
b'5979,parts of airfrance found near the coast of,1
b'5980,peace.love and jonas,1
b'5981,people make me smile when they act so silly,1
b'5982,pff ill give it a try at war but i will just get my ass kicked lol.gl logging in,0
b'5983,phone battery finally decided to pack it in if anyone wants my temporary number gimme a,1
b'5984,phone is dying stupid car is so far,0
b'5985,plans for the grind tomorrow have been rescheduled maybe next,0
b'5986,please is there anyone out there that can get me out of this nightmare i cant take anymore of this i am at my last stand now,0
b'5987,please let me get a photographing job oh holy twitter one,1
b'5988,please let my uncle charlie be,1
b'5989,please please please please please please,1
b'5990,polly has gone back home now see her till friday now sniffel sniffel whimper whimper URL,0
b'5991,poorrllyy ouch ouch ouch stomach hurts why am i always in pain,0
b'5992,poor christian not my christian one on,0
b'5993,poor higgenson get well soon good luck tonite on jimmy fallon or soemthing,1
b'5994,poor mel feeling your,0
b'5995,poor mitch,0
b"5996,ppl tryna get me drunk tonight wont turn down a drink though,0
b'5997,pray for the six people who died in the washington metro train crash,0
b'5998,prayers for pro golfers phil mickelson wife has cancer and ken green leg getting amputated thoughts are with those,0
b'5999,pregnant couples are my,1
b'6000,prom on wednesday not so excited,1
b'6001,promise not cried yet no promises tho i wish everyone the best that btw wasnt a final good bye,1
b'6002,cbc.ca slide passed over as about,1
b'6003,cfunited okay then just me i guess,1
b'6004,charity tuesday diabetes uk charity for ppl with diabetes their family friends and carers URL how are,1
b'6005,charitytuesday USER_MENTION pic of band with comfort doll pic on ebay proceeds to world vision brainer,1
b'6006,charitytuesday USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION all good causes who need our support,1
b'6007,chaser was pretty good tonight i miss the old eps but it was much better than what could have been so kudos to the boys,1
b'6008,chdstaffretreat sad chris is lost out there with no one to help him,0
b'6009,cheapspeakers have everybody at rancho dancing to infectious pop if twitpic was working there would be a photo alas not,1
b'6010,chesterday,1
b'6011,chesterday chester get back here,1
b'6012,chesterday i thought everyday was chesterday oh no wait thats just in my head lol well it should b everyday,1
b'6013,chuck follow us at chuckmemondays watch the tango tonight at chick fights romance action sarah is a red dress,1
b'6014,chuckmemondays chuck is nearly here,1
b'6015,chuckmemondays not watching but thought tweet it,1
b'6016,civicsummit welcome URL on the content creation team,1
b"6017,clothdiapers is a trending topic on twitter amazing its about time,1
b"6018,cloudforce is the top trend i am surprised but i couldnt have loved it more,1
b'6019,cnnfail am in new york cnnus still showing repeat from last night msnbcfail has repeat of biden on mtp foxnewsfail repeat,1
b'6020,com125 we have a quiz again feliza is bugging us again its getting very,0
b'6021,comcast on the phone told me they do not have mcards but installer did so that was a nice surprise,1
b'6022,comicon to show dollhouse the unaired cable extra episode with USER_MENTION,1
b'6023,comm310 i am working on the design of my website doing a lot of design in photoshop kind of slow,1
b'6024,confession i have a crush on a supposed friend eek,0
b'6025,continuitysummit was a blast USER_MENTION is such a good guy met with some great minds getting in car to jfk now no sleep till,1
b'6026,cost298aroldi is answering some questions now maz is on stage,1
b"6027,csi just isnt the same without william petersen,1
b'6028,csi miami walking on footpath,1
b'6029,css is wonderful said USER_MENTION,1
b'6030,cycling miles out had to get to bike shop now i gotta make it home,1
b'6031,damnimiss the groups total swv,1
b'6032,ddth host us r host l gi i host URL,1
b"6033,dealbreaker teeth that look like youve been chewing on rocks ur entire life,1
b'6034,dearapple where are all my iphone push apps so far i only have aim,1
b'6035,delongeday magic with sister,1
b'6036,delongeday delongeday delongeday delongeday delongeday delongeday delongeday delongeday delongeday delongeday,1
b'6037,howarewe sunburnt and sweaty,0
b'6038,humor viccek mobil wc URL,1
b'6039,i love the verse when i grab your neck i touch your soul yeezy and take that how you want to,1
b'6040,i36 hope feeling better by thursday will be seriously annoyed if ill over lan,0
b'6041,iamontwitter im so lonely nom nom nom good ice cream and bon,1
b'6042,icantstand people that still gel down thier baby hair ahem tyra banks,1
b'6043,iconfess i wish i had went to college after highschool,1
b'6044,iconfess we still went on other datea,1
b'6045,idontlikewhen ppl talk abt other ppl kids all children are precious,1
b"6046,ie8 looks ok but doesnt seem to allow feed subs with google reader and delicious buttons seems broke,1
b"6047,iforum but xenserver make the tea option still someway off,1
b'6048,iforum cant wait for next set of refreshments am starvin lunch had mushrooms in it yuk,1
b'6049,ifufromnola you knew it was time from christmas when mr bingle arrived on canal at,1
b'6050,ihate that i have a test tomorrow so i have to spend all night studying,1
b'6051,ihate that they do random drug tests at work no fun for me,1
b'6052,ikl was going to knit up a tomato baby hat for workmate during question time but left pattern on printer,1
b"6053,ilhm soul children of chgo sing the iphone battery wont last more hours of updates,0
b'6054,ilove USER_MENTION he is staying true to ihate smh love your honesty,1
b'6055,imaddicted adducte USER_MENTION,1
b'6056,imaddicted to suusshhii,1
b'6057,imperfectangel,1
b'6058,inaperfectworld would still be on hbo,1
b'6059,inaperfectworld biggie pac would be alive,1
b'6060,inaperfectworld dc carribean carnival would not be the same weekend as my beach trip,1
b"6061,inaperfectworld guns n roses wouldnt have broken up,0
b'6062,inaperfectworld i could eat anything i want and actually lose pounds instead of gaining them,1
b'6063,inaperfectworld i could have icecream anytime not have to worry about infected throats oh and indisposable cash to buy the,0
b'6064,inaperfectworld i would be able to dance for real,1
b'6065,inaperfectworld i would be in line for an iphone too,1
b'6066,inaperfectworld i would be married to tila tequila,1
b'6067,inaperfectworld i would have enough money to buy tickets for the jonas brothers and taylor swift concerts,1
b'6068,inaperfectworld i would have one last chance,1
b'6069,inaperfectworld i would have time for everything and everyone i love,1
b'6070,inaperfectworld i would sleep more than hours a day i miss my,0
b'6071,inaperfectworld i would still be sleeping right now instead of awake having to go to a meeting,1
b"6072,inaperfectworld i wouldnt have dropped my crackberry in the washing machine,1
b"6073,inaperfectworld i wouldnt have the worse toothaches ever,0
b"6074,inaperfectworld i wouldnt have to do so many sit ups,1
b"6075,inaperfectworld i wouldnt have to log onto my computer to talk to my jbfbdb girls theyd be beside me in person when i need them most,1
b'6076,publicly want to retract my statement of dumping my twitter,0
b'6077,pulled a muscle and still doing fucking,0
b'6078,pulled calf muscle but i can see good things in the,1
b'6079,qettin in da shower without USER_MENTION kuz he hurt my,0
b'6080,qoinq natural my hair startinq today,1
b'6081,watching my,1
b"6082,radio disney isnt playing anything here,1
b'6083,rain is,1
b"6084,rain rain rain looks like a weekend indoor god forbid i might even have to invent some housework EMO_NEG,1
b'6085,rawr,1
b'6086,rbUSER_MENTION blip crew USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION URL,1
b'6087,re rafeal nadal pulling out of,1
b'6088,reading fmls,1
b"6089,really sad about air france flight my heart goes out to their friends family cant believe it just disappeared creepy,0
b'6090,really,1
b"6091,really ok ill wait to read,1
b'6092,,1
b'6093,redheads always win,1
b'6094,reece your a,1
b'6095,reeally needs someone to talk to,1
b"6096,refrigerator went out have the kids carrying bags of food the neighbors house hoping these gallons of milk arent already,0
b'6097,rejection is no fun no fun at all really thought i had it this time as well,1
b"6098,remembered something while reading up and hug or ill hit you both with a tennis good times i miss it,1
b'6099,retweet USER_MENTION durham nc neighborhood dinosaur decapitated URL,1
b'6100,riding,1
b'6101,right back at ya USER_MENTION,1
b'6102,right robin hood me thinks then,1
b'6103,rim aims to cross categories with blackberry tour reuters geek webtech news URL,1
b"6104,rip allan king canadas film landscape is a lot flatter today URL,1
b'6105,rip farrah may your hairstyle live forever,0
b'6106,rip,0
b'6107,rite,1
b'6108,roobb please come home,1
b'6109,rosales is,1
b"6110,USER_MENTION please dont buy the version of stomping grounds vip that has come out mastering has been screwed up trying to sort,0
b"6111,rubbish weather and my phone still hasnt come,0
b'6112,running out of pulse but it was a funn,1
b"6113,runs family makes me happy thats a frown because it expresses my emotion,1
b'6114,sa what the,1
b'6115,sad about stupid,0
b"6116,sad because mtv music awards isnt being aired in this country so now im uber sad,0
b'6117,sad face,0
b'6118,sad face i miss my girl friend already i miss u hubby mwuah,0
b'6119,sad face today no stone temple pilots tix for,0
b"6120,sad face i didnt catch the bouquet but at least i got tipsy EMO_POS happy,1
b'6121,sad faces it looked like someone,1
b"6122,sad miles didnt win that,1
b'6123,sad times at the mo but im a strong lil lady and i will get through it,1
b'6124,sad to work tonight but happy i did min of wii made some earrings and min of yoga now to fini URL,1
b'6125,inaperfectworld i wudnt hav to choose i cud ha it all ways baby,1
b"6126,inaperfectworld id be going to the jbs tour kickoff concert tomorrow,1
b"6127,inaperfectworld id go to bed before midnight,1
b"6128,inaperfectworld id understand the reason why people act and react to so many things and wished that they didnt bed time take,1
b"6129,inaperfectworld muh bunny wabbit wouldnt have been eaten by another animal,1
b'6130,inaperfectworld my blog wont exist idle random whatever thoughts URL,0
b"6131,inaperfectworld my car would need no and i wouldnt drive an hour to work wait i wouldnt work just make art all day,1
b"6132,inaperfectworld my husband wouldnt have type i diabetes and would grow his goatee back but thats another,1
b'6133,inaperfectworld n0 w0uld have b.0,1
b'6134,inaperfectworld niggaz wuldnt act lyk bitchs sorry,0
b'6135,inaperfectworld there will be no sadness desperation,0
b'6136,inaperfectworld there would be no twitterwhores and i would apparently not exist,1
b"6137,inaperfectworld things would just go the right way for him for the record i wouldnt treat him like this ever guys cry too,1
b'6138,inaperfectworld i would have an iphone already,1
b'6139,inaperfectworld be studying astrophysics,1
b"6140,inappropriatemovies whos afraid of virgin woolf,0
b"6141,indiavotes09 loved sameer aroras line seeing karat on tv is itself worth points for the,1
b"6142,ineedafade if youve lost an article of clothing in my room and u still cant find it,0
b'6143,inever had sex w bitches at once ok im lying phaha i love females,1
b'6144,inmyhead want to blow this house k good nite,1
b'6145,internationalmusicday we need your help so come sign the petition URL we will all benefit,1
b'6146,iphone os3 download was no probleme but activation server is not available,1
b'6147,iphone os3 upgrade not so seamless itunes upgrade cumbersome initially followed by sim errors and crashing itunes,0
b'6148,iphone spotify now able to run spotify on my iphone through a remote desktop session to my pc using jaadu rdp it works,1
b'6149,iphone update seems nifty but i still get it to recognise my motorola s9 bluetooth headphones,1
b'6150,iphone i want to upgrade but i need to wait for unlock,1
b'6151,iphone has suddenly lost all contacts i am using mobileme could that be an issue where it is down this will at not be cool if all day,0
b'6152,iphone i want one internet everywhere and anywhere,1
b'6153,iphone seems nuevasync is no longer working but google sync is thanks for the help,1
b'6154,iphone3 in app purchases can only be downloaded once and not transferable between devices aw apple,1
b'6155,iphone3gs iphone mine just got a tracking number and has left from,1
b'6156,ipl out damn jayawardene you suck big time u dont know how to play cricket u got yuvraj out,0
b'6157,ipv6summit yes windows os has wee how useless,0
b'6158,iran USER_MENTION is this neda on facebook URL,1
b"6159,sad lonely desperated i hope you feel better now ill always wait for you i know we can meet again,0
b'6160,sad but in,0
b'6161,saddness let me no if i,1
b"6162,sats in the mornin fun night lol shannon can you say orajel this is what lip injections would feel,1
b"6163,say it aint so trackle say it aint,1
b'6164,say some,1
b'6165,school those ants are still by the window wtf,0
b'6166,school this sucks i miss,0
b'6167,scrubs made me start to,1
b'6168,see yas later mommy,1
b'6169,seeing all the happy drunk girls on penn being ridiculous not us,0
b'6170,seems a few ppl r down today including myself s i should try get,1
b'6171,seller flaked on a camera have to wait until next,1
b'6172,seriously why isnt kevinjonas in the trending topics yet it really should be kevinjonas kevinjonas kevinjonas kevinjonas kj,1
b"6173,shes gone for,1
b"6174,shes,1
b"6175,shes leaving me i know,1
b'6176,leaving on a jetplane know whe be back,1
b"6177,shes offline on the,1
b'6178,she URL,1
b'6179,shit,0
b'6180,shit being happy be this,1
b'6181,shoulders are burnt,1
b"6182,shower.park.call me.ill stay there for a few hours maybe.bye,1
b'6183,sick of feeling like,1
b'6184,sick might have swine flu noo prob going to docs,0
b'6185,sick and now i dont live at home so nobodys taking care of me need medicine,0
b"6186,sierras gon be supersierra and invade my brothers hideout in graffiti town to go interrogate him goodbye twitter,1
b"6187,signing back on jacobs myspace xd got bored ahaha annies ex,0
b'6188,simba nala hahah so yea he is my novio,1
b'6189,sitting at,1
b'6190,sitting on a plane en route to mia and then on to sjo nap time in carolina pr URL,1
b'6191,skool holidays are over and skool sux but we do have a cool new sports teacher lol he looks like the guy who does the evolution of,1
b'6192,skul sucked ass today the class felt empty,0
b'6193,sleep time is,1
b'6194,sleep homework all day text me cute things to wake up to tomorrow,1
b'6195,smile rest warriors of the mighty yah URL well done,1
b'6196,smiles from all of us jtv URL,1
b"6197,smiley faces times a billion thats how jevin makes me feel,1
b'6198,so annoyed needs some good tweets to come her way today was a bad day,0
b'6199,so boredd been inside all just luck for the weather to be good when im ill im better,1
b'6200,so,1
b'6201,so excited for this,1
b"6202,so far i dnt like what im hearing in this episode with jon and kate ugh,1
b'6203,so happy it is,1
b'6204,so happy going to the show,1
b'6205,so he,1
b"6206,so i was watching robot chicken last night and USER_MENTION was out it i lold,1
b'6207,iranelection i wanna see this happen in my country if still not aware of happening wth is wrong with,0
b'6208,iranelection khamenei is so full of crap freedom of speech my ass,1
b'6209,iranelection please send respectful requests re scheduled maintenance to supportUSER_MENTION be nice ty,1
b'6210,iranelection beat iremember,1
b'6211,iranelection i cant find how to change my time does not sppear to be an option for me lol URL,1
b"6212,iranelection i fear persiankiwi is gone into the fog his last post was hours ago,0
b'6213,iranelection i feel for the people there but all this effort and loss of life just to put a very slightly different man in charge,0
b'6214,iranelection iphone goodnight os mms conan tehran mousavi twugs nothing i can comment on or talk about,0
b'6215,iranelection makes me sad see i do gotta,0
b'6216,iranelection obama by iran situation deeply troubled is a term i use for sore throat not cancer URL,0
b"6217,iranelection recount real time update to anejad and counting,1
b'6218,iranelection things are going as i expected i was hoping for a peaceful resolution but a cynic so i knew better,1
b'6219,iranelection voice from iran shame on a country in which foreign embassies are safer than hospitals,0
b'6220,iranelection vote for me by following me follow me follow me follow me,1
b'6221,iranelection vote for me by following me follow me follow me follow me iranelection vote for me by following me follow,1
b'6222,ireallyreallyhatemyhayfever,1
b'6223,iremember when i was sitting on the porch crying when tupac died,0
b"6224,iremember cont turned around n beat the brakes off that ho good times havent been in a fight since wht can i say ppl love,1
b'6225,iremember when i was so bored using twitter its dying down on me,0
b'6226,iremember a time when there was only one case of swine flu in the philippines now we have almost,1
b'6227,iremember clackers nearly broke my hand,0
b"6228,iremember dunkaroos miss those,0
b"6229,iremember feeling so alive whenever ud give me that high are u srsly ready to give it all up,1
b'6230,iremember follow me,1
b'6231,iremember gettin my piece of pussy man i came fast as a bitch like seconds in,1
b'6232,iremember getting my first guitar when i was i took that thing for granted until i woke up one morning and it got all broken,0
b'6233,iremember having zero followers yesterday and now follow me,1
b"6234,iremember i couldnt wait to graduate from hs and turn and now that i have i wish could turn back in time,1
b"6235,iremember jenn and is daughter,1
b'6236,iremember learning the big mac song long before the oscar meyer song bologna was so hard to spell,0
b'6237,iremember meeting you for the first time,1
b'6238,iremember mork and mindy,1
b'6239,iremember my fav song,1
b'6240,iremember my first real boyfriend well my first period alan bryd aww,1
b'6241,iremember my mom never being there on christmas morning,1
b'6242,delongeday is getting shorter from the top only a little more to goo,1
b'6243,designtalk photography job commenced it was hot outside anyone want to come over and watch URL,1
b'6244,dhoni effigy burnt in ranchi URL yet another example of how farcical indian cricket fans are,0
b'6245,dirtysecret about cameras small sensor size found in dslr mega pixels in excess of noisy pixels even iso,0
b"6246,dogma is on tonight and im not gonna miss it this time famous last words,1
b'6247,dontfollowsunday USER_MENTION USER_MENTION and any other disney children,1
b'6248,dontuhateitwhen i start twittering random lame ish lol just unfollow,1
b'6249,dontuhateitwhen ppl be lying on you act like they aint do it smiling all in ya face like im looking like,1
b'6250,dontuhateitwhen they block USER_MENTION for make more bubble tweets i almost deleted my,1
b'6251,dontyouhate being the youngest in your family and getting all the handmedowns,1
b'6252,dontyouhate chinese whispers with news,1
b'6253,dontyouhate it when a dog plays punkass and attacks your new jeans and broad daylight,0
b'6254,dontyouhate it when people judge you for no good reason,1
b'6255,dontyouhate it when you let the top down and the fukn sun goes away,1
b'6256,dontyouhate not being around the people you about,1
b"6257,dontyouhate wen u cant talk to ya boo drivin me crazy,0
b'6258,dontyouhate wheenn ya secret get out andd ppl rubb it in yaa facee so sad right now i wanna cry,0
b'6259,dontyouhate when joining in with the trending topics ebbs your flow of creativity,1
b'6260,dontyouhate when people try to spray perfume or cologne over thier funk,1
b"6261,dontyouhate when the guy you feel like you are meant to be with slips through your fingers ill miss you,0
b'6262,dontyouhate when ur tryin to nap w this headache n the club car outside is pumping omega yep i live in wash hts,0
b"6263,dontyouhate when you cant curse on your facebook page cause you know aunties gonna read it and tell grandma and ur over,0
b'6264,dontyouhate when you have no one to come home to,1
b'6265,dontyouhate when you really want to buy something but have no money,1
b'6266,dontyouhate when you see a good lookin and you go up to them and it turns out that their homosexual,1
b'6267,dontyouhate when you start babysitting wellbehaved kids and a couple hours in you realise why the other babysitters quit,1
b'6268,dontyouhate when you try to be sumbody everything but nothing you do eva plz them its like i got all these girls around but not you,1
b'6269,dontyouhate when your favorite member of a music group is no longer part of the group heated i loved her USER_MENTION,1
b'6270,dontyouhateitwhen you have school in the morning its you cant sleep i do,1
b'6271,dool is sure making me cry today,0
b'6272,dotnetnuke jquery jqueryui drag and drop portlets skin now themeroller ready live demo this time URL,1
b'6273,downtime felt like the end of all our lives,1
b'6274,doyourememberwhen my lips first touched yours USER_MENTION,1
b'6275,so many david carradine,1
b'6276,so many people playing uncharted,1
b'6277,so much to look forward,1
b'6278,so pm this weekend started out greaat even though manduh had to leave meh,1
b'6279,so sad not going to make it to,0
b'6280,so sad right,1
b'6281,so sad praying no one we knew was in that flight URL,0
b'6282,so sad,0
b'6283,so they took me off of iv pain meds gave me oral pill and what i drank well stay down know what they will do,1
b"6284,so tierd from last nights homework i stayed up till its official i hate school more than barneys i love you song crazy right,1
b'6285,so tired and i feel so good,1
b'6286,so very sad i really wanted those shoes so very,0
b'6287,so wide the highest hd so,1
b'6288,some how i just cant stop i,1
b"6289,some of my USER_MENTION arent getting to my phone so i end up missing the important things i.e bumblebees,1
b"6290,some of the tweets arent coming through i didnt receive half of what was tweeted today,0
b'6291,some people forgot there were no gifts went bed early and sober it rained cats dogs and everything between except a bday,0
b'6292,some things just never get easier,1
b'6293,somebody already invented the isock URL,1
b'6294,someone find us tbs tix must,1
b'6295,something wrong with my computer drives and i cant access my memory cards so cant process any photos that,0
b'6296,should cheer me,1
b"6297,soo hungry i must go to sleep im only gonna have like hours of sleep,1
b'6298,sorry party with my freelon fam my lil boss is home so i prioritized ahh the joys of parenting see you guys,0
b'6299,sorry to hear that we use a pur on the kitchen faucet and i keep a couple evian bottles for it heh faux water snob,0
b'6300,spammers are using woofwednesday to sell things i hatez,1
b'6301,spinellis sounds good almost went there tonight myself but my dad wanted,1
b'6302,spoke too soon come on,1
b'6303,sprained ankle pretty badly,1
b'6304,srsly,1
b'6305,starts work again in weeks cannot wait to have moneyy,1
b'6306,steff before you told me what type of guys i was into it never upset me but now it really does i have a fucked up,0
b'6307,steve,1
b'6308,still awake just looked up eye make up on youtube and dis a pretty blue on myself i need to sleep,1
b"6309,still cant log into USER_MENTION sufi hotspot i really hope its back up and running soon,1
b'6310,still kinda sick working from my bed is not helping,1
b'6311,still loading,1
b'6312,still no update,1
b'6313,still no bf heroes and hoping her new orange box comes soon as shes lost her old one,0
b'6314,still sitting here flight got delayed hopefully will b boarding,0
b'6315,still up really bored jus needin someone to talk,0
b'6316,still walking wish i knew what was wrong with me now my throat is dry and my legs are,0
b'6317,doyourememberwhen england won against germany,1
b'6318,dpcampswe09 URL,1
b'6319,dreamhost establishing a database,1
b'6320,drunkcamp for those who wanna join URL USER_MENTION USER_MENTION sorry m3adech n3awedha,0
b"6321,drunkstories once i didnt eat before i went to happy hour i fell asleep at the bar URL,1
b"6322,drupal fighting with panels and menus cant add a new tab to the page with has an argument,1
b'6323,dubai how many twitter users in media city lets count usage dmctweetcount number dmctweetcount,1
b'6324,e things are moving kind of slow like really slow but not as slow as nintendo,0
b'6325,e3 jack body has been taken by cammie from nintendo dear god put some clothes on woman someone stop her please god,1
b'6326,e3 god of war last in the trilogy,1
b'6327,e3 heh just proving that they are playing it live,1
b'6328,e3 hey ubi ps soccer sucks,0
b"6329,e3 just ended i think im kinda sad but hey theres next year with better,1
b'6330,e3 might be cool have to check it out the philly comic show was yesterday get to go comming to baltimore in fall,1
b'6331,e3 was amazing today natal looked incredible was hoping for something about red dead redemption,1
b'6332,earthday is next week,1
b'6333,earthquake m san francisco bay area california URL via USER_MENTION i feel it,1
b'6334,ebucks URL maybe see after moved into the house could be awesome,1
b'6335,eco tweeple help for the snails who think club med in my flowers nice of course daughter likes the snails,1
b'6336,ecomonday USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION,1
b'6337,eminemmouthfulofboratassftw higlight of the show so far other than harry potter preview,1
b'6338,etsy southwestern hair sticks URL a little daintier than her last batch,1
b'6339,eu09 drinking to labour it was good while it lasted,1
b"6340,eu09 if its true that the tories are top in wales i dont think ill stop laughing until tuesday ironic does even start to cover it,0
b'6341,eu09 in years we need a best coverage world take a look here yes here europe is moving,1
